signature,maxTargetSdk,presentAfter,publicAlternatives,returnType,trackingBug
|Llibcore/io/ForwardingOs;->setenv(Ljava/lang/String;Ljava/lang/String;Z)V|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->setsockoptTimeval(Ljava/io/FileDescriptor;IILandroid/system/StructTimeval;)V|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->setxattr(Ljava/lang/String;Ljava/lang/String;[BI)V|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->stat(Ljava/lang/String;)Landroid/system/StructStat;|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->statvfs(Ljava/lang/String;)Landroid/system/StructStatVfs;|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->symlink(Ljava/lang/String;Ljava/lang/String;)V|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->sysconf(I)J|,||,||,||,||,||
|Llibcore/io/ForwardingOs;->unlink(Ljava/lang/String;)V|,||,||,||,||,||
|Llibcore/io/IoBridge;->isConnected(Ljava/io/FileDescriptor;Ljava/net/InetAddress;III)Z|,||,||,||,||,||
|Llibcore/io/IoUtils;->closeQuietly(Ljava/io/FileDescriptor;)V|,||,||,||,||,||
|Llibcore/io/IoUtils;->closeQuietly(Ljava/lang/AutoCloseable;)V|,||,||,||,||,||
|Llibcore/io/IoUtils;->closeQuietly(Ljava/net/Socket;)V|,||,||,||,||,||
|Llibcore/io/IoUtils;->readFileAsByteArray(Ljava/lang/String;)[B|,||,||,||,||,||
|Llibcore/io/IoUtils;->readFileAsString(Ljava/lang/String;)Ljava/lang/String;|,||,||,||,||,||
|Llibcore/io/IoUtils;->setBlocking(Ljava/io/FileDescriptor;Z)V|,||,||,||,||,||
|Llibcore/io/Libcore;->os:Llibcore/io/Os;|,||,||,||,||,||
|Llibcore/io/Memory;->peekByte(J)B|,||,||,||,||,||
|Llibcore/io/Memory;->peekByteArray(J[BII)V|,||,||,||,||,||
|Llibcore/io/Memory;->peekInt(JZ)I|,||,||,||,||,||
|Llibcore/io/Memory;->peekLong(JZ)J|,||,||,||,||,||
|Llibcore/io/Memory;->pokeByte(JB)V|,||,||,||,||,||
|Llibcore/io/Memory;->pokeByteArray(J[BII)V|,||,||,||,||,||
|Llibcore/io/Memory;->pokeInt(JIZ)V|,||,||,||,||,||
|Llibcore/io/Memory;->pokeLong(JJZ)V|,||,||,||,||,||
|Llibcore/io/MemoryMappedFile;->bigEndianIterator()Llibcore/io/BufferIterator;|,||,||,||,||,||
|Llibcore/io/MemoryMappedFile;->mmapRO(Ljava/lang/String;)Llibcore/io/MemoryMappedFile;|,||,||,||,||,||
|Llibcore/io/Os;->chmod(Ljava/lang/String;I)V|,||,||,||,||,||
|Llibcore/io/Os;->close(Ljava/io/FileDescriptor;)V|,||,||,||,||,||
|Llibcore/io/Os;->connect(Ljava/io/FileDescriptor;Ljava/net/InetAddress;I)V|,||,||,||,||,||
|Llibcore/io/Os;->gai_strerror(I)Ljava/lang/String;|,||,||,||,||,||
|Llibcore/io/Os;->mmap(JJIILjava/io/FileDescriptor;J)J|,||,||,||,||,||
|Llibcore/io/Os;->munmap(JJ)V|,||,||,||,||,||
|Llibcore/io/Os;->open(Ljava/lang/String;II)Ljava/io/FileDescriptor;|,||,||,||,||,||
|Llibcore/io/Os;->read(Ljava/io/FileDescriptor;[BII)I|,||,||,||,||,||
|Llibcore/io/Os;->remove(Ljava/lang/String;)V|,||,||,||,||,||
|Llibcore/io/Os;->setenv(Ljava/lang/String;Ljava/lang/String;Z)V|,||,||,||,||,||
|Llibcore/io/Os;->setsockoptTimeval(Ljava/io/FileDescriptor;IILandroid/system/StructTimeval;)V|,||,||,||,||,||
|Llibcore/io/Os;->stat(Ljava/lang/String;)Landroid/system/StructStat;|,||,||,||,||,||
|Llibcore/io/Os;->strerror(I)Ljava/lang/String;|,||,||,||,||,||
|Llibcore/io/Os;->sysconf(I)J|,||,||,||,||,||
|Llibcore/io/Streams;->copy(Ljava/io/InputStream;Ljava/io/OutputStream;)I|,||,||,||,||,||
|Llibcore/io/Streams;->readAsciiLine(Ljava/io/InputStream;)Ljava/lang/String;|,||,||,||,||,||
|Llibcore/io/Streams;->readFully(Ljava/io/InputStream;)[B|,||,||,||,||,||
|Llibcore/io/Streams;->readFully(Ljava/io/InputStream;[B)V|,||,||,||,||,||
|Llibcore/io/Streams;->readSingleByte(Ljava/io/InputStream;)I|,||,||,||,||,||
|Llibcore/io/Streams;->skipAll(Ljava/io/InputStream;)V|,||,||,||,||,||
|Llibcore/io/Streams;->writeSingleByte(Ljava/io/OutputStream;I)V|,||,||,||,||,||
|Llibcore/net/NetworkSecurityPolicy;->isCleartextTrafficPermitted()Z|,||,||,||,||,||
|Llibcore/net/event/NetworkEventDispatcher;->addListener(Llibcore/net/event/NetworkEventListener;)V|,||,||,||,||,||
|Llibcore/net/event/NetworkEventDispatcher;->getInstance()Llibcore/net/event/NetworkEventDispatcher;|,||,||,||,||,||
|Llibcore/net/event/NetworkEventListener;-><init>()V|,||,||,||,||,||
|Llibcore/net/http/HttpDate;->format(Ljava/util/Date;)Ljava/lang/String;|,||,||,||,||,||
|Llibcore/net/http/HttpDate;->parse(Ljava/lang/String;)Ljava/util/Date;|,||,||,||,||,||
|Llibcore/util/BasicLruCache;-><init>(I)V|,||,||,||,||,||
|Llibcore/util/BasicLruCache;->evictAll()V|,||,||,||,||,||
|Llibcore/util/BasicLruCache;->get(Ljava/lang/Object;)Ljava/lang/Object;|,||,||,||,||,||
|Llibcore/util/BasicLruCache;->map:Ljava/util/LinkedHashMap;|,||,||,||,||,||
|Llibcore/util/BasicLruCache;->put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;|,||,||,||,||,||
|Llibcore/util/EmptyArray;->BYTE:[B|,|29|,||,|Use {@code new byte[0]} instead.|,||,||
|Llibcore/util/EmptyArray;->INT:[I|,|29|,||,|Use {@code new int[0]} instead.|,||,||
|Llibcore/util/EmptyArray;->LONG:[J|,|29|,||,|Use {@code new long[0]} instead.|,||,||
|Llibcore/util/EmptyArray;->OBJECT:[Ljava/lang/Object;|,|29|,||,|Use {@code new Object[0]} instead.|,||,||
|Llibcore/util/ZoneInfo;->mTransitions:[J|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/Chunk;-><init>(ILjava/nio/ByteBuffer;)V|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/ChunkHandler;->CHUNK_ORDER:Ljava/nio/ByteOrder;|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/DdmServer;->broadcast(I)V|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/DdmServer;->sendChunk(Lorg/apache/harmony/dalvik/ddmc/Chunk;)V|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/DdmVmInternal;->getStackTraceById(I)[Ljava/lang/StackTraceElement;|,||,||,||,||,||
|Lorg/apache/harmony/dalvik/ddmc/DdmVmInternal;->getThreadStats()[B|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatAttributes;-><init>()V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser$EntityParser;->depth:I|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;-><init>(Ljava/lang/String;Lorg/apache/harmony/xml/ExpatReader;ZLjava/lang/String;Ljava/lang/String;)V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->append([BII)V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->append([CII)V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->attributes:Lorg/apache/harmony/xml/ExpatAttributes;|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->cloneAttributes()Lorg/xml/sax/Attributes;|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->finish()V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatParser;->xmlReader:Lorg/apache/harmony/xml/ExpatReader;|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatReader;-><init>()V|,||,||,||,||,||
|Lorg/apache/harmony/xml/ExpatReader;->contentHandler:Lorg/xml/sax/ContentHandler;|,||,||,||,||,||
|Lorg/apache/harmony/xml/dom/ElementImpl;->localName:Ljava/lang/String;|,||,||,||,||,||
|Lorg/json/JSONArray;->values:Ljava/util/List;|,||,||,||,||,||
|Lorg/json/JSONArray;->writeTo(Lorg/json/JSONStringer;)V|,||,||,||,||,||
|Lorg/json/JSONObject;->NEGATIVE_ZERO:Ljava/lang/Double;|,||,||,||,||,||
|Lorg/json/JSONObject;->checkName(Ljava/lang/String;)Ljava/lang/String;|,||,||,||,||,||
|Lorg/json/JSONObject;->keySet()Ljava/util/Set;|,||,||,||,||,||
|Lorg/json/JSONObject;->nameValuePairs:Ljava/util/LinkedHashMap;|,||,||,||,||,||
|Lorg/json/JSONObject;->writeTo(Lorg/json/JSONStringer;)V|,||,||,||,||,||
|Lorg/json/JSONStringer;-><init>(I)V|,||,||,||,||,||
|Lorg/json/JSONStringer;->beforeKey()V|,||,||,||,||,||
|Lorg/json/JSONStringer;->beforeValue()V|,||,||,||,||,||
|Lorg/json/JSONStringer;->close(Lorg/json/JSONStringer$Scope;Lorg/json/JSONStringer$Scope;Ljava/lang/String;)Lorg/json/JSONStringer;|,||,||,||,||,||
|Lorg/json/JSONStringer;->indent:Ljava/lang/String;|,||,||,||,||,||
|Lorg/json/JSONStringer;->newline()V|,||,||,||,||,||
|Lorg/json/JSONStringer;->open(Lorg/json/JSONStringer$Scope;Ljava/lang/String;)Lorg/json/JSONStringer;|,||,||,||,||,||
|Lorg/json/JSONStringer;->out:Ljava/lang/StringBuilder;|,||,||,||,||,||
|Lorg/json/JSONStringer;->peek()Lorg/json/JSONStringer$Scope;|,||,||,||,||,||
|Lorg/json/JSONStringer;->replaceTop(Lorg/json/JSONStringer$Scope;)V|,||,||,||,||,||
|Lorg/json/JSONStringer;->stack:Ljava/util/List;|,||,||,||,||,||
|Lorg/json/JSONStringer;->string(Ljava/lang/String;)V|,||,||,||,||,||
|Lorg/json/JSONTokener;->in:Ljava/lang/String;|,||,||,||,||,||
|Lorg/json/JSONTokener;->nextCleanInternal()I|,||,||,||,||,||
|Lorg/json/JSONTokener;->nextToInternal(Ljava/lang/String;)Ljava/lang/String;|,||,||,||,||,||
|Lorg/json/JSONTokener;->pos:I|,||,||,||,||,||
|Lorg/json/JSONTokener;->readArray()Lorg/json/JSONArray;|,||,||,||,||,||
|Lorg/json/JSONTokener;->readEscapeCharacter()C|,||,||,||,||,||
|Lorg/json/JSONTokener;->readLiteral()Ljava/lang/Object;|,||,||,||,||,||
|Lorg/json/JSONTokener;->readObject()Lorg/json/JSONObject;|,||,||,||,||,||
|Lorg/json/JSONTokener;->skipToEndOfLine()V|,||,||,||,||,||
|Lorg/w3c/dom/ls/LSSerializerFilter;->getWhatToShow()I|,||,||,||,||,||
|Lorg/w3c/dom/traversal/NodeFilter;->acceptNode(Lorg/w3c/dom/Node;)S|,||,||,||,||,||
|Lorg/w3c/dom/traversal/NodeIterator;->detach()V|,||,||,||,||,||
|Lorg/w3c/dom/traversal/NodeIterator;->nextNode()Lorg/w3c/dom/Node;|,||,||,||,||,||
|Lorg/xml/sax/InputSource;->byteStream:Ljava/io/InputStream;|,||,||,||,||,||
|Lorg/xml/sax/InputSource;->characterStream:Ljava/io/Reader;|,||,||,||,||,||
|Lorg/xml/sax/InputSource;->encoding:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/InputSource;->publicId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/InputSource;->systemId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/SAXException;->exception:Ljava/lang/Exception;|,||,||,||,||,||
|Lorg/xml/sax/SAXParseException;->columnNumber:I|,||,||,||,||,||
|Lorg/xml/sax/SAXParseException;->init(Ljava/lang/String;Ljava/lang/String;II)V|,||,||,||,||,||
|Lorg/xml/sax/SAXParseException;->lineNumber:I|,||,||,||,||,||
|Lorg/xml/sax/SAXParseException;->publicId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/SAXParseException;->systemId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/ext/Attributes2Impl;->declared:[Z|,||,||,||,||,||
|Lorg/xml/sax/ext/Attributes2Impl;->specified:[Z|,||,||,||,||,||
|Lorg/xml/sax/ext/Locator2Impl;->encoding:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/ext/Locator2Impl;->version:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/AttributesImpl;->badIndex(I)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/AttributesImpl;->data:[Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/AttributesImpl;->ensureCapacity(I)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/AttributesImpl;->length:I|,||,||,||,||,||
|Lorg/xml/sax/helpers/LocatorImpl;->columnNumber:I|,||,||,||,||,||
|Lorg/xml/sax/helpers/LocatorImpl;->lineNumber:I|,||,||,||,||,||
|Lorg/xml/sax/helpers/LocatorImpl;->publicId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/LocatorImpl;->systemId:Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport$Context;-><init>(Lorg/xml/sax/helpers/NamespaceSupport;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport;->EMPTY_ENUMERATION:Ljava/util/Enumeration;|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport;->contextPos:I|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport;->contexts:[Lorg/xml/sax/helpers/NamespaceSupport$Context;|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport;->currentContext:Lorg/xml/sax/helpers/NamespaceSupport$Context;|,||,||,||,||,||
|Lorg/xml/sax/helpers/NamespaceSupport;->namespaceDeclUris:Z|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter$AttributeListAdapter;-><init>(Lorg/xml/sax/helpers/ParserAdapter;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->attAdapter:Lorg/xml/sax/helpers/ParserAdapter$AttributeListAdapter;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->atts:Lorg/xml/sax/helpers/AttributesImpl;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->checkNotParsing(Ljava/lang/String;Ljava/lang/String;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->contentHandler:Lorg/xml/sax/ContentHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->dtdHandler:Lorg/xml/sax/DTDHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->entityResolver:Lorg/xml/sax/EntityResolver;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->errorHandler:Lorg/xml/sax/ErrorHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->locator:Lorg/xml/sax/Locator;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->makeException(Ljava/lang/String;)Lorg/xml/sax/SAXParseException;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->nameParts:[Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->namespaces:Z|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->nsSupport:Lorg/xml/sax/helpers/NamespaceSupport;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->parser:Lorg/xml/sax/Parser;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->parsing:Z|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->prefixes:Z|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->processName(Ljava/lang/String;ZZ)[Ljava/lang/String;|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->reportError(Ljava/lang/String;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->setup(Lorg/xml/sax/Parser;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->setupParser()V|,||,||,||,||,||
|Lorg/xml/sax/helpers/ParserAdapter;->uris:Z|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->contentHandler:Lorg/xml/sax/ContentHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->dtdHandler:Lorg/xml/sax/DTDHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->entityResolver:Lorg/xml/sax/EntityResolver;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->errorHandler:Lorg/xml/sax/ErrorHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->locator:Lorg/xml/sax/Locator;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->parent:Lorg/xml/sax/XMLReader;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLFilterImpl;->setupParse()V|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderAdapter;->documentHandler:Lorg/xml/sax/DocumentHandler;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderAdapter;->qAtts:Lorg/xml/sax/helpers/XMLReaderAdapter$AttributesAdapter;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderAdapter;->setup(Lorg/xml/sax/XMLReader;)V|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderAdapter;->setupXMLReader()V|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderAdapter;->xmlReader:Lorg/xml/sax/XMLReader;|,||,||,||,||,||
|Lorg/xml/sax/helpers/XMLReaderFactory;->loadClass(Ljava/lang/ClassLoader;Ljava/lang/String;)Lorg/xml/sax/XMLReader;|,||,||,||,||,||
|Lsun/misc/ASCIICaseInsensitiveComparator;->CASE_INSENSITIVE_ORDER:Ljava/util/Comparator;|,||,||,||,||,||
|Lsun/misc/ASCIICaseInsensitiveComparator;->lowerCaseHashCode(Ljava/lang/String;)I|,||,||,||,||,||
|Lsun/misc/BASE64Decoder;-><init>()V|,||,||,||,||,||
|Lsun/misc/BASE64Decoder;->pem_convert_array:[B|,||,||,||,||,||
|Lsun/misc/BASE64Encoder;-><init>()V|,||,||,||,||,||
|Lsun/misc/BASE64Encoder;->pem_array:[C|,||,||,||,||,||
|Lsun/misc/CEFormatException;-><init>(Ljava/lang/String;)V|,||,||,||,||,||
|Lsun/misc/CEStreamExhausted;-><init>()V|,||,||,||,||,||
|Lsun/misc/CharacterDecoder;-><init>()V|,||,||,||,||,||
|Lsun/misc/CharacterDecoder;->decodeBuffer(Ljava/lang/String;)[B|,||,||,||,||,||
|Lsun/misc/CharacterEncoder;-><init>()V|,||,||,||,||,||
|Lsun/misc/CharacterEncoder;->encode([B)Ljava/lang/String;|,||,||,||,||,||
|Lsun/misc/CharacterEncoder;->encodeBuffer([B)Ljava/lang/String;|,||,||,||,||,||
|Lsun/misc/CharacterEncoder;->encodeBufferPrefix(Ljava/io/OutputStream;)V|,||,||,||,||,||
|Lsun/misc/CharacterEncoder;->pStream:Ljava/io/PrintStream;|,||,||,||,||,||
|Lsun/misc/Cleaner;->clean()V|,||,||,||,||,||
|Lsun/misc/Cleaner;->create(Ljava/lang/Object;Ljava/lang/Runnable;)Lsun/misc/Cleaner;|,||,||,||,||,||
|Lsun/misc/FloatingDecimal;->$assertionsDisabled:Z|,||,||,||,||,||
|Lsun/misc/FloatingDecimal;->getHexDigit(Ljava/lang/String;I)I|,||,||,||,||,||
|Lsun/misc/FloatingDecimal;->stripLeadingZeros(Ljava/lang/String;)Ljava/lang/String;|,||,||,||,||,||
|Lsun/misc/FormattedFloatingDecimal$Form;->COMPATIBLE:Lsun/misc/FormattedFloatingDecimal$Form;|,||,||,||,||,||
|Lsun/misc/FormattedFloatingDecimal$Form;->DECIMAL_FLOAT:Lsun/misc/FormattedFloatingDecimal$Form;|,||,||,||,||,||
|Lsun/misc/FormattedFloatingDecimal$Form;->SCIENTIFIC:Lsun/misc/FormattedFloatingDecimal$Form;|,||,||,||,||,||
|Lsun/misc/FormattedFloatingDecimal;->$assertionsDisabled:Z|,||,||,||,||,||
|Lsun/misc/FpUtils;->$assertionsDisabled:Z|,||,||,||,||,||
|Lsun/misc/FpUtils;->rawCopySign(DD)D|,||,||,||,||,||
|Lsun/misc/HexDumpEncoder;-><init>()V|,||,||,||,||,||
|Lsun/misc/HexDumpEncoder;->currentByte:I|,||,||,||,||,||
|Lsun/misc/HexDumpEncoder;->offset:I|,||,||,||,||,||
|Lsun/misc/HexDumpEncoder;->thisLine:[B|,||,||,||,||,||
|Lsun/misc/HexDumpEncoder;->thisLineLength:I|,||,||,||,||,||
|Lsun/misc/IOUtils;->readFully(Ljava/io/InputStream;IZ)[B|,||,||,||,||,||
|Lsun/misc/JarIndex;-><init>([Ljava/lang/String;)V|,||,||,||,||,||
|Lsun/misc/JarIndex;->write(Ljava/io/OutputStream;)V|,||,||,||,||,||
|Lsun/misc/MessageUtils;-><init>()V|,||,||,||,||,||
|Lsun/misc/MetaIndex;->forJar(Ljava/io/File;)Lsun/misc/MetaIndex;|,||,||,||,||,||
|Lsun/misc/MetaIndex;->registerDirectory(Ljava/io/File;)V|,||,||,||,||,||
|Lsun/misc/URLClassPath$JarLoader;->getJarFile()Ljava/util/jar/JarFile;|,||,||,||,||,||
|Lsun/misc/URLClassPath;->lmap:Ljava/util/HashMap;|,||,||,||,||,||
|Lsun/misc/URLClassPath;->loaders:Ljava/util/ArrayList;|,||,||,||,||,||
|Lsun/misc/URLClassPath;->urls:Ljava/util/Stack;|,||,||,||,||,||
|Lsun/misc/Unsafe;->INVALID_FIELD_OFFSET:I|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->THE_ONE:Lsun/misc/Unsafe;|,||,||,||,||,||
|Lsun/misc/Unsafe;->addressSize()I|,||,||,||,||,||
|Lsun/misc/Unsafe;->allocateInstance(Ljava/lang/Class;)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/misc/Unsafe;->allocateMemory(J)J|,||,||,||,||,||
|Lsun/misc/Unsafe;->arrayBaseOffset(Ljava/lang/Class;)I|,||,||,||,||,||
|Lsun/misc/Unsafe;->arrayIndexScale(Ljava/lang/Class;)I|,||,||,||,||,||
|Lsun/misc/Unsafe;->compareAndSwapInt(Ljava/lang/Object;JII)Z|,||,||,||,||,||
|Lsun/misc/Unsafe;->compareAndSwapLong(Ljava/lang/Object;JJJ)Z|,||,||,||,||,||
|Lsun/misc/Unsafe;->compareAndSwapObject(Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z|,||,||,||,||,||
|Lsun/misc/Unsafe;->copyMemory(JJJ)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->copyMemoryFromPrimitiveArray(Ljava/lang/Object;JJJ)V|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->copyMemoryToPrimitiveArray(JLjava/lang/Object;JJ)V|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->freeMemory(J)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->fullFence()V|,||,||,||,||,||
|Lsun/misc/Unsafe;->getAndAddInt(Ljava/lang/Object;JI)I|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->getAndAddLong(Ljava/lang/Object;JJ)J|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->getAndSetInt(Ljava/lang/Object;JI)I|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->getAndSetLong(Ljava/lang/Object;JJ)J|,|30|,||,||,||,|170729553|
|Lsun/misc/Unsafe;->getAndSetObject(Ljava/lang/Object;JLjava/lang/Object;)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/misc/Unsafe;->getArrayBaseOffsetForComponentType(Ljava/lang/Class;)I|,|26|,||,||,||,||
|Lsun/misc/Unsafe;->getArrayIndexScaleForComponentType(Ljava/lang/Class;)I|,|26|,||,||,||,||
|Lsun/misc/Unsafe;->getBoolean(Ljava/lang/Object;J)Z|,||,||,||,||,||
|Lsun/misc/Unsafe;->getByte(J)B|,||,||,||,||,||
|Lsun/misc/Unsafe;->getByte(Ljava/lang/Object;J)B|,||,||,||,||,||
|Lsun/misc/Unsafe;->getChar(J)C|,||,||,||,||,||
|Lsun/misc/Unsafe;->getChar(Ljava/lang/Object;J)C|,||,||,||,||,||
|Lsun/misc/Unsafe;->getDouble(J)D|,||,||,||,||,||
|Lsun/misc/Unsafe;->getDouble(Ljava/lang/Object;J)D|,||,||,||,||,||
|Lsun/misc/Unsafe;->getFloat(J)F|,||,||,||,||,||
|Lsun/misc/Unsafe;->getFloat(Ljava/lang/Object;J)F|,||,||,||,||,||
|Lsun/misc/Unsafe;->getInt(J)I|,||,||,||,||,||
|Lsun/misc/Unsafe;->getInt(Ljava/lang/Object;J)I|,||,||,||,||,||
|Lsun/misc/Unsafe;->getIntVolatile(Ljava/lang/Object;J)I|,||,||,||,||,||
|Lsun/misc/Unsafe;->getLong(J)J|,||,||,||,||,||
|Lsun/misc/Unsafe;->getLong(Ljava/lang/Object;J)J|,||,||,||,||,||
|Lsun/misc/Unsafe;->getLongVolatile(Ljava/lang/Object;J)J|,||,||,||,||,||
|Lsun/misc/Unsafe;->getObject(Ljava/lang/Object;J)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/misc/Unsafe;->getObjectVolatile(Ljava/lang/Object;J)Ljava/lang/Object;|,||,||,||,||,||
|Lsun/misc/Unsafe;->getShort(J)S|,||,||,||,||,||
|Lsun/misc/Unsafe;->getShort(Ljava/lang/Object;J)S|,||,||,||,||,||
|Lsun/misc/Unsafe;->getUnsafe()Lsun/misc/Unsafe;|,||,||,||,||,||
|Lsun/misc/Unsafe;->loadFence()V|,||,||,||,||,||
|Lsun/misc/Unsafe;->objectFieldOffset(Ljava/lang/reflect/Field;)J|,||,||,||,||,||
|Lsun/misc/Unsafe;->pageSize()I|,||,||,||,||,||
|Lsun/misc/Unsafe;->park(ZJ)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putBoolean(Ljava/lang/Object;JZ)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putByte(JB)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putByte(Ljava/lang/Object;JB)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putChar(JC)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putChar(Ljava/lang/Object;JC)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putDouble(JD)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putDouble(Ljava/lang/Object;JD)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putFloat(JF)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putFloat(Ljava/lang/Object;JF)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putInt(JI)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putInt(Ljava/lang/Object;JI)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putIntVolatile(Ljava/lang/Object;JI)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putLong(JJ)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putLong(Ljava/lang/Object;JJ)V|,||,||,||,||,||
|Lsun/misc/Unsafe;->putLongVolatile(Ljava/lang/Object;JJ)V|,||,||,||,||,||
